r,g(r)
0.0,
0.001000860697977952,0.0
0.002001721395955904,0.0
0.003002582093933856,0.0
0.004003442791911808,0.0
0.005004303489889761,0.0
0.006005164187867712,0.0
0.007006024885845664,0.0
0.008006885583823616,0.0
0.009007746281801569,0.0
0.010008606979779521,0.0
0.011009467677757472,0.0
0.012010328375735424,0.0
0.013011189073713377,0.0
0.014012049771691328,0.0
0.015012910469669282,0.0
0.016013771167647232,0.0
0.017014631865625185,0.0
0.018015492563603137,0.0
0.01901635326158109,0.0
0.020017213959559042,0.0
0.02101807465753699,0.0
0.022018935355514944,0.0
0.023019796053492896,0.0
0.02402065675147085,0.0
0.0250215174494488,0.0
0.026022378147426754,0.0
0.027023238845404706,0.0
0.028024099543382655,0.0
0.029024960241360608,0.0
0.030025820939338563,0.0
0.031026681637316512,0.0
0.032027542335294465,0.0
0.03302840303327242,0.0
0.03402926373125037,0.0
0.03503012442922832,0.0
0.036030985127206275,0.0
0.03703184582518423,0.0
0.03803270652316218,0.0
0.039033567221140125,0.0
0.040034427919118085,0.0
0.04103528861709604,0.0
0.04203614931507398,0.0
0.043037010013051935,0.0
0.04403787071102989,0.0
0.04503873140900784,0.0
0.04603959210698579,0.0
0.047040452804963745,0.0
0.0480413135029417,0.0
0.04904217420091965,0.0
0.0500430348988976,0.0
0.05104389559687555,0.0
0.05204475629485351,0.0
0.05304561699283145,0.0
0.05404647769080941,0.0
0.055047338388787365,0.0
0.05604819908676531,0.0
0.05704905978474327,0.0
0.058049920482721215,0.0
0.05905078118069917,0.0
0.06005164187867713,0.0
0.06105250257665507,0.0
0.062053363274633025,0.0
0.06305422397261097,0.0
0.06405508467058893,0.0
0.06505594536856689,0.0
0.06605680606654483,0.0
0.0670576667645228,0.0
0.06805852746250074,0.0
0.06905938816047869,0.0
0.07006024885845664,0.0
0.07106110955643459,0.0
0.07206197025441255,0.0
0.0730628309523905,0.0
0.07406369165036845,0.0
0.07506455234834641,0.0
0.07606541304632436,0.0
0.0770662737443023,0.0
0.07806713444228025,0.0
0.07906799514025821,0.0
0.08006885583823617,0.0
0.08106971653621411,0.0
0.08207057723419207,0.0
0.08307143793217002,0.0
0.08407229863014797,0.0
0.08507315932812591,0.0
0.08607402002610387,0.0
0.08707488072408183,0.0
0.08807574142205978,0.0
0.08907660212003773,0.0
0.09007746281801568,0.0
0.09107832351599364,0.0
0.09207918421397158,0.0
0.09308004491194953,0.0
0.09408090560992749,0.0
0.09508176630790544,0.0
0.0960826270058834,0.0
0.09708348770386135,0.0
0.0980843484018393,0.0
0.09908520909981726,0.0
0.1000860697977952,0.0
0.10108693049577315,0.0
0.1020877911937511,0.0
0.10308865189172906,0.0
0.10408951258970701,0.0
0.10509037328768497,0.0
0.1060912339856629,0.0
0.10709209468364086,0.0
0.10809295538161882,0.0
0.10909381607959677,0.0
0.11009467677757473,0.0
0.11109553747555266,0.0
0.11209639817353062,0.0
0.11309725887150858,0.0
0.11409811956948654,0.0
0.1150989802674645,0.0
0.11609984096544243,0.0
0.11710070166342038,0.0
0.11810156236139834,0.0
0.1191024230593763,0.0
0.12010328375735425,0.0
0.12110414445533219,0.0
0.12210500515331014,0.0
0.1231058658512881,0.0
0.12410672654926605,0.0
0.12510758724724402,0.0
0.12610844794522194,0.0
0.12710930864319991,0.0
0.12811016934117786,0.0
0.1291110300391558,0.0
0.13011189073713378,0.0
0.1311127514351117,0.0
0.13211361213308967,0.0
0.13311447283106762,0.0
0.1341153335290456,0.0
0.13511619422702353,0.0
0.13611705492500148,0.0
0.13711791562297942,0.0
0.13811877632095737,0.0
0.13911963701893534,0.0
0.1401204977169133,0.0
0.14112135841489123,0.0
0.14212221911286918,0.0
0.14312307981084715,0.0
0.1441239405088251,0.0
0.14512480120680304,0.0
0.146125661904781,0.0
0.14712652260275894,0.0
0.1481273833007369,0.0
0.14912824399871485,0.0
0.15012910469669283,0.0
0.15112996539467075,0.0
0.15213082609264872,0.0
0.15313168679062666,0.0
0.1541325474886046,0.0
0.15513340818658258,0.0
0.1561342688845605,0.0
0.15713512958253847,0.0
0.15813599028051642,0.0
0.1591368509784944,0.0
0.16013771167647234,0.0
0.16113857237445028,0.0
0.16213943307242823,0.0
0.16314029377040618,0.0
0.16414115446838415,0.0
0.16514201516636207,0.0
0.16614287586434004,0.0
0.16714373656231798,0.0
0.16814459726029593,0.0
0.1691454579582739,0.0
0.17014631865625182,0.0
0.1711471793542298,0.0
0.17214804005220774,0.0
0.1731489007501857,0.0
0.17414976144816366,0.0
0.1751506221461416,0.0
0.17615148284411955,0.0
0.1771523435420975,0.0
0.17815320424007547,0.0
0.17915406493805341,0.0
0.18015492563603136,0.0
0.1811557863340093,0.0
0.18215664703198728,0.0
0.18315750772996522,0.0
0.18415836842794317,0.0
0.18515922912592112,0.0
0.18616008982389906,0.0
0.18716095052187703,0.0
0.18816181121985498,0.0
0.18916267191783295,0.0
0.19016353261581087,0.0
0.19116439331378884,0.0
0.1921652540117668,0.0
0.19316611470974474,0.0
0.1941669754077227,0.0
0.19516783610570063,0.0
0.1961686968036786,0.0
0.19716955750165654,0.0
0.19817041819963452,0.0
0.19917127889761246,0.0
0.2001721395955904,0.0
0.20117300029356835,0.0
0.2021738609915463,0.0
0.20317472168952427,0.0
0.2041755823875022,0.0
0.2051764430854802,0.0
0.2061773037834581,0.0
0.20717816448143606,0.0
0.20817902517941403,0.0
0.20917988587739197,0.0
0.21018074657536995,0.0013136032502566353
0.21118160727334787,0.0
0.2121824679713258,0.004726095709471743
0.21318332866930378,0.002553721851322164
0.21418418936728173,0.0033732147399375572
0.2151850500652597,0.00710155656547611
0.21618591076323765,0.009105351747535063
0.21718677146121557,0.006561181687025861
0.21818763215919354,0.011783289823760703
0.21918849285717149,0.025364941724790355
0.22018935355514946,0.02513487541451797
0.2211902142531274,0.03479202236915673
0.22219107495110532,0.06504047259305744
0.22319193564908332,0.07882570450020765
0.22419279634706124,0.09967477787591855
0.22519365704503921,0.12625381402022143
0.22619451774301716,0.17012854374750655
0.2271953784409951,0.18924360512100244
0.22819623913897308,0.23550553192793536
0.229197099836951,0.30083796409788466
0.230197960534929,0.39057968853093805
0.23119882123290691,0.4534283395513952
0.23219968193088486,0.48576278932182726
0.23320054262886283,0.6526882218137674
0.23420140332684075,0.6869716055418387
0.23520226402481875,0.8248476956111258
0.23620312472279667,0.9926105600155448
0.23720398542077462,1.0746667962121983
0.2382048461187526,1.2320143978618028
0.23920570681673053,1.3177334850870148
0.2402065675147085,1.5079207477242862
0.24120742821268643,1.582538982230976
0.24220828891066437,1.804580521365039
0.24320914960864234,1.975830671465117
0.2442100103066203,2.112108811061657
0.24521087100459826,2.2345195533753284
0.2462117317025762,2.4949540297148274
0.24721259240055413,2.6289333109948494
0.2482134530985321,2.816560239063613
0.24921431379651005,2.911086415189867
0.25021517449448805,3.126669982738849
0.25121603519246594,3.2768188683172847
0.2522168958904439,3.280967377377106
0.2532177565884219,3.4876741941037874
0.25421861728639983,3.6482298539193154
0.2552194779843778,3.790722625083145
0.2562203386823557,3.816853677463066
0.25722119938033366,3.9330950737759394
0.2582220600783116,3.9682268079717202
0.25922292077628956,4.147493563849
0.26022378147426756,4.237623846125602
0.2612246421722455,4.140300191963591
0.2622255028702234,4.301449759705306
0.2632263635682014,4.211292109800398
0.26422722426617934,4.314654043543745
0.2652280849641573,4.345945756404415
0.26622894566213523,4.269392502842411
0.2672298063601132,4.289478737878803
0.2682306670580912,4.24596682348734
0.26923152775606907,4.337210739326297
0.27023238845404707,4.185680532786881
0.271233249152025,4.209010827774552
0.27223410985000296,4.124091707293266
0.2732349705479809,4.053515355081866
0.27423583124595885,4.031697811980655
0.27523669194393685,4.0256654809934265
0.27623755264191474,3.9116271895904102
0.2772384133398927,3.857010598045955
0.2782392740378707,3.770345916123359
0.27924013473584863,3.6736592905517997
0.2802409954338266,3.7526360851706433
0.2812418561318045,3.599786295810994
0.28224271682978247,3.5871705899578346
0.2832435775277604,3.412619510054396
0.28424443822573836,3.299328828100382
0.28524529892371636,3.260525799764425
0.2862461596216943,3.2160459075042587
0.2872470203196722,2.9906549667205065
0.2882478810176502,3.0153200071212143
0.28924874171562814,2.911026021030939
